genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
AS10tlH2TH_285.fna,189_2,0.050000000000000044,average,ANImf,189
AS15tlH2ME_207.fna,189_2,0.050000000000000044,average,ANImf,189
AS06rmzACSIP_365.fna,190_1,0.050000000000000044,average,ANImf,190
AS07pgkLD_62.fna,190_1,0.050000000000000044,average,ANImf,190
AS09scLD_298.fna,190_1,0.050000000000000044,average,ANImf,190
AS10tlH2TH_114.fna,190_1,0.050000000000000044,average,ANImf,190
AS15tlH2ME_42.fna,190_1,0.050000000000000044,average,ANImf,190
DTU-UNIPD949.fna,190_1,0.050000000000000044,average,ANImf,190
AS23ysBPME_188.fna,191_0,0.050000000000000044,average,ANImf,191
AS02xzSISU_68.fna,192_0,0.050000000000000044,average,ANImf,192
AS09scLD_136.fna,193_1,0.050000000000000044,average,ANImf,193
DTU-UNIPD968.fna,193_1,0.050000000000000044,average,ANImf,193
AS09scLD_118.fna,194_0,0.050000000000000044,average,ANImf,194
AS07pgkLD_39.fna,195_1,0.050000000000000044,average,ANImf,195
AS29adLBPA_175.fna,195_1,0.050000000000000044,average,ANImf,195
AS29adLBPA_103.fna,196_0,0.050000000000000044,average,ANImf,196
AS27yjCOA_31.fna,197_0,0.050000000000000044,average,ANImf,197
AS29adLBPA_171.fna,198_0,0.050000000000000044,average,ANImf,198
AS29adLBPA_222.fna,199_0,0.050000000000000044,average,ANImf,199
AS08sgBPME_410.fna,200_1,0.050000000000000044,average,ANImf,200
AS20ysBPTH_56.fna,200_1,0.050000000000000044,average,ANImf,200
AS21ysBPME_170.fna,200_1,0.050000000000000044,average,ANImf,200
AS29adLBPA_120.fna,201_0,0.050000000000000044,average,ANImf,201
AS22ysBPME_36.fna,202_0,0.050000000000000044,average,ANImf,202
AS08sgBPME_37.fna,203_1,0.050000000000000044,average,ANImf,203
AS21ysBPME_66.fna,203_1,0.050000000000000044,average,ANImf,203
AS22ysBPME_118.fna,203_1,0.050000000000000044,average,ANImf,203
AS23ysBPME_96.fna,203_1,0.050000000000000044,average,ANImf,203
AS07pgkLD_59.fna,204_1,0.050000000000000044,average,ANImf,204
AS08sgBPME_309.fna,204_1,0.050000000000000044,average,ANImf,204
AS09scLD_73.fna,204_1,0.050000000000000044,average,ANImf,204
AS10tlH2TH_398.fna,204_1,0.050000000000000044,average,ANImf,204
AS15tlH2ME_205.fna,204_1,0.050000000000000044,average,ANImf,204
AS23ysBPME_349.fna,204_1,0.050000000000000044,average,ANImf,204
AS06rmzACSIP_271.fna,205_0,0.050000000000000044,average,ANImf,205
AS10tlH2TH_129.fna,206_0,0.050000000000000044,average,ANImf,206
AS15tlH2ME_34.fna,207_0,0.050000000000000044,average,ANImf,207
AS06rmzACSIP_487.fna,208_0,0.050000000000000044,average,ANImf,208
AS05jafATM_80.fna,209_1,0.050000000000000044,average,ANImf,209
AS10tlH2TH_313.fna,209_1,0.050000000000000044,average,ANImf,209
AS10tlH2TH_171.fna,210_0,0.050000000000000044,average,ANImf,210
AS25fmACSIPFO_22.fna,211_0,0.050000000000000044,average,ANImf,211
AS29adLBPA_161.fna,212_0,0.050000000000000044,average,ANImf,212
AS4AglBPMA_32.fna,213_0,0.050000000000000044,average,ANImf,213
DTU-pt_027.fna,214_0,0.050000000000000044,average,ANImf,214
AS01afH2WH_19.fna,215_0,0.050000000000000044,average,ANImf,215
AS27yjCOA_153.fna,216_0,0.050000000000000044,average,ANImf,216
AS05jafATM_78.fna,217_0,0.050000000000000044,average,ANImf,217
AS08sgBPME_187.fna,218_0,0.050000000000000044,average,ANImf,218
AS21ysBPME_10.fna,219_0,0.050000000000000044,average,ANImf,219
AS06rmzACSIP_243.fna,220_0,0.050000000000000044,average,ANImf,220
AS06rmzACSIP_623.fna,221_1,0.050000000000000044,average,ANImf,221
AS09scLD_200.fna,221_1,0.050000000000000044,average,ANImf,221
AS21ysBPME_246.fna,221_1,0.050000000000000044,average,ANImf,221
AS23ysBPME_105.fna,221_1,0.050000000000000044,average,ANImf,221
AS09scLD_116.fna,222_0,0.050000000000000044,average,ANImf,222
AS06rmzACSIP_269.fna,223_0,0.050000000000000044,average,ANImf,223
AS22ysBPME_233.fna,224_0,0.050000000000000044,average,ANImf,224
AS06rmzACSIP_36.fna,225_0,0.050000000000000044,average,ANImf,225
AS10tlH2TH_97.fna,226_0,0.050000000000000044,average,ANImf,226
AS01afH2WH_48.fna,227_0,0.050000000000000044,average,ANImf,227
AS06rmzACSIP_241.fna,228_0,0.050000000000000044,average,ANImf,228
AS09scLD_375.fna,229_1,0.050000000000000044,average,ANImf,229
AS20ysBPTH_165.fna,229_1,0.050000000000000044,average,ANImf,229
AS29adLBPA_101.fna,230_0,0.050000000000000044,average,ANImf,230
AS04akNAM_104.fna,231_0,0.050000000000000044,average,ANImf,231
AS06rmzACSIP_23.fna,232_0,0.050000000000000044,average,ANImf,232
AS29adLBPA_77.fna,233_0,0.050000000000000044,average,ANImf,233
DTU-pt_049.fna,234_0,0.050000000000000044,average,ANImf,234
AS06rmzACSIP_377.fna,235_0,0.050000000000000044,average,ANImf,235
AS06rmzACSIP_80.fna,236_0,0.050000000000000044,average,ANImf,236
AS06rmzACSIP_293.fna,237_0,0.050000000000000044,average,ANImf,237
AS29adLBPA_195.fna,238_0,0.050000000000000044,average,ANImf,238
AS29adLBPA_163.fna,239_0,0.050000000000000044,average,ANImf,239
AS08sgBPME_241.fna,240_0,0.050000000000000044,average,ANImf,240
AS09scLD_178.fna,241_0,0.050000000000000044,average,ANImf,241
AS06rmzACSIP_576.fna,242_0,0.050000000000000044,average,ANImf,242
AS29adLBPA_190.fna,243_0,0.050000000000000044,average,ANImf,243
AS08sgBPME_157.fna,244_1,0.050000000000000044,average,ANImf,244
AS21ysBPME_39.fna,244_1,0.050000000000000044,average,ANImf,244
AS22ysBPME_93.fna,244_1,0.050000000000000044,average,ANImf,244
AS23ysBPME_175.fna,244_1,0.050000000000000044,average,ANImf,244
AS08sgBPME_301.fna,245_1,0.050000000000000044,average,ANImf,245
AS09scLD_150.fna,245_1,0.050000000000000044,average,ANImf,245
AS20ysBPTH_156.fna,245_1,0.050000000000000044,average,ANImf,245
AS21ysBPME_293.fna,245_1,0.050000000000000044,average,ANImf,245
AS22ysBPME_224.fna,245_1,0.050000000000000044,average,ANImf,245
AS22ysBPME_264.fna,246_0,0.050000000000000044,average,ANImf,246
AS27yjCOA_78.fna,247_0,0.050000000000000044,average,ANImf,247
AS02xzSISU_37.fna,248_0,0.050000000000000044,average,ANImf,248
AS04akNAM_108.fna,249_0,0.050000000000000044,average,ANImf,249
AS29adLBPA_196.fna,250_0,0.050000000000000044,average,ANImf,250
AS29adLBPA_5.fna,251_0,0.050000000000000044,average,ANImf,251
AS10tlH2TH_84.fna,252_0,0.050000000000000044,average,ANImf,252
AS07pgkLD_92.fna,253_0,0.050000000000000044,average,ANImf,253
AS06rmzACSIP_151.fna,254_1,0.050000000000000044,average,ANImf,254
AS10tlH2TH_5.fna,254_1,0.050000000000000044,average,ANImf,254
AS16jrsBPLL_4.fna,254_1,0.050000000000000044,average,ANImf,254
AS29adLBPA_235.fna,254_1,0.050000000000000044,average,ANImf,254
AS06rmzACSIP_532.fna,255_0,0.050000000000000044,average,ANImf,255
AS09scLD_110.fna,256_0,0.050000000000000044,average,ANImf,256
AS06rmzACSIP_61.fna,257_1,0.050000000000000044,average,ANImf,257
AS29adLBPA_220.fna,257_1,0.050000000000000044,average,ANImf,257
AS4AglBPMA_18.fna,257_1,0.050000000000000044,average,ANImf,257
AS4BglBPHE_6.fna,257_1,0.050000000000000044,average,ANImf,257
AS4BglBPHE_7.fna,258_0,0.050000000000000044,average,ANImf,258
AS27yjCOA_177.fna,259_0,0.050000000000000044,average,ANImf,259
AS27yjCOA_30.fna,260_0,0.050000000000000044,average,ANImf,260
AS06rmzACSIP_43.fna,261_0,0.050000000000000044,average,ANImf,261
AS06rmzACSIP_506.fna,262_0,0.050000000000000044,average,ANImf,262
AS31mySISU_81.fna,263_1,0.050000000000000044,average,ANImf,263
DTU-pt_185.fna,263_1,0.050000000000000044,average,ANImf,263
AS04akNAM_62.fna,264_0,0.050000000000000044,average,ANImf,264
AS05jafATM_87.fna,265_1,0.050000000000000044,average,ANImf,265
AS10tlH2TH_229.fna,265_1,0.050000000000000044,average,ANImf,265
AS26fmACSIPLY_7.fna,265_1,0.050000000000000044,average,ANImf,265
AS2HglBPFA_26.fna,265_1,0.050000000000000044,average,ANImf,265
AS31mySISU_67.fna,265_1,0.050000000000000044,average,ANImf,265
DTU-pt_119.fna,265_1,0.050000000000000044,average,ANImf,265
AS26fmACSIPLY_47.fna,266_0,0.050000000000000044,average,ANImf,266
AS29adLBPA_185.fna,267_0,0.050000000000000044,average,ANImf,267
AS21ysBPME_131.fna,268_1,0.050000000000000044,average,ANImf,268
AS22ysBPME_35.fna,268_1,0.050000000000000044,average,ANImf,268
AS06rmzACSIP_419.fna,269_0,0.050000000000000044,average,ANImf,269
AS06rmzACSIP_41.fna,270_0,0.050000000000000044,average,ANImf,270
AS06rmzACSIP_308.fna,271_1,0.050000000000000044,average,ANImf,271
AS09scLD_332.fna,271_1,0.050000000000000044,average,ANImf,271
AS06rmzACSIP_279.fna,272_1,0.050000000000000044,average,ANImf,272
AS08sgBPME_315.fna,272_1,0.050000000000000044,average,ANImf,272
AS09scLD_204.fna,272_1,0.050000000000000044,average,ANImf,272
AS10tlH2TH_325.fna,272_1,0.050000000000000044,average,ANImf,272
AS15tlH2ME_36.fna,272_1,0.050000000000000044,average,ANImf,272
AS4KglBPMA_18.fna,272_1,0.050000000000000044,average,ANImf,272
AS06rmzACSIP_239.fna,273_0,0.050000000000000044,average,ANImf,273
AS06rmzACSIP_410.fna,274_1,0.050000000000000044,average,ANImf,274
AS09scLD_48.fna,274_1,0.050000000000000044,average,ANImf,274
AS10tlH2TH_136.fna,275_0,0.050000000000000044,average,ANImf,275
AS06rmzACSIP_87.fna,276_1,0.050000000000000044,average,ANImf,276
AS08sgBPME_287.fna,276_1,0.050000000000000044,average,ANImf,276
AS09scLD_185.fna,276_1,0.050000000000000044,average,ANImf,276
AS10tlH2TH_396.fna,276_1,0.050000000000000044,average,ANImf,276
AS21ysBPME_161.fna,276_1,0.050000000000000044,average,ANImf,276
AS22ysBPME_299.fna,276_1,0.050000000000000044,average,ANImf,276
AS23ysBPME_274.fna,276_1,0.050000000000000044,average,ANImf,276
AS06rmzACSIP_223.fna,277_1,0.050000000000000044,average,ANImf,277
AS09scLD_106.fna,277_2,0.050000000000000044,average,ANImf,277
AS06rmzACSIP_375.fna,278_0,0.050000000000000044,average,ANImf,278
AS06rmzACSIP_480.fna,279_0,0.050000000000000044,average,ANImf,279
AS22ysBPME_298.fna,280_0,0.050000000000000044,average,ANImf,280
AS29adLBPA_2.fna,281_0,0.050000000000000044,average,ANImf,281
AS10tlH2TH_423.fna,282_0,0.050000000000000044,average,ANImf,282
AS06rmzACSIP_283.fna,283_1,0.050000000000000044,average,ANImf,283
AS09scLD_415.fna,283_1,0.050000000000000044,average,ANImf,283
AS15tlH2ME_121.fna,283_1,0.050000000000000044,average,ANImf,283
AS21ysBPME_268.fna,283_1,0.050000000000000044,average,ANImf,283
AS22ysBPME_297.fna,283_1,0.050000000000000044,average,ANImf,283
AS23ysBPME_328.fna,283_1,0.050000000000000044,average,ANImf,283
AS08sgBPME_211.fna,284_0,0.050000000000000044,average,ANImf,284
AS27yjCOA_6.fna,285_0,0.050000000000000044,average,ANImf,285
AS07pgkLD_138.fna,286_1,0.050000000000000044,average,ANImf,286
AS08sgBPME_451.fna,286_1,0.050000000000000044,average,ANImf,286
AS21ysBPME_193.fna,286_1,0.050000000000000044,average,ANImf,286
AS22ysBPME_300.fna,286_1,0.050000000000000044,average,ANImf,286
AS23ysBPME_304.fna,286_1,0.050000000000000044,average,ANImf,286
AS31mySISU_128.fna,286_1,0.050000000000000044,average,ANImf,286
AS4KglBPMA_8.fna,286_1,0.050000000000000044,average,ANImf,286
AS06rmzACSIP_144.fna,287_0,0.050000000000000044,average,ANImf,287
AS29adLBPA_54.fna,288_0,0.050000000000000044,average,ANImf,288
AS06rmzACSIP_420.fna,289_0,0.050000000000000044,average,ANImf,289
AS06rmzACSIP_594.fna,290_0,0.050000000000000044,average,ANImf,290
AS21ysBPME_195.fna,291_0,0.050000000000000044,average,ANImf,291
AS27yjCOA_105.fna,292_0,0.050000000000000044,average,ANImf,292
AS06rmzACSIP_417.fna,293_0,0.050000000000000044,average,ANImf,293
AS06rmzACSIP_494.fna,294_0,0.050000000000000044,average,ANImf,294
AS06rmzACSIP_467.fna,295_1,0.050000000000000044,average,ANImf,295
AS22ysBPME_143.fna,295_1,0.050000000000000044,average,ANImf,295
AS08sgBPME_215.fna,296_0,0.050000000000000044,average,ANImf,296
AS06rmzACSIP_118.fna,297_1,0.050000000000000044,average,ANImf,297
AS08sgBPME_444.fna,297_1,0.050000000000000044,average,ANImf,297
AS10tlH2TH_75.fna,297_1,0.050000000000000044,average,ANImf,297
AS21ysBPME_300.fna,297_1,0.050000000000000044,average,ANImf,297
AS22ysBPME_239.fna,297_1,0.050000000000000044,average,ANImf,297
AS06rmzACSIP_502.fna,298_0,0.050000000000000044,average,ANImf,298
AS09scLD_345.fna,299_1,0.050000000000000044,average,ANImf,299
AS20ysBPTH_149.fna,299_1,0.050000000000000044,average,ANImf,299
AS25fmACSIPFO_2.fna,299_1,0.050000000000000044,average,ANImf,299
AS08sgBPME_352.fna,300_0,0.050000000000000044,average,ANImf,300
AS06rmzACSIP_569.fna,301_1,0.050000000000000044,average,ANImf,301
AS09scLD_379.fna,301_1,0.050000000000000044,average,ANImf,301
AS23ysBPME_107.fna,302_0,0.050000000000000044,average,ANImf,302
AS23ysBPME_364.fna,303_1,0.050000000000000044,average,ANImf,303
DTU-UNIPD973.fna,303_2,0.050000000000000044,average,ANImf,303
AS07pgkLD_28.fna,304_0,0.050000000000000044,average,ANImf,304
AS08sgBPME_431.fna,305_1,0.050000000000000044,average,ANImf,305
AS31mySISU_75.fna,305_1,0.050000000000000044,average,ANImf,305
AS31mySISU_37.fna,306_0,0.050000000000000044,average,ANImf,306
AS10tlH2TH_107.fna,307_1,0.050000000000000044,average,ANImf,307
AS19jrsBPTG_27.fna,307_1,0.050000000000000044,average,ANImf,307
AS22ysBPME_134.fna,307_1,0.050000000000000044,average,ANImf,307
AS29adLBPA_188.fna,307_1,0.050000000000000044,average,ANImf,307
DTU-pt_187.fna,307_1,0.050000000000000044,average,ANImf,307
AS06rmzACSIP_31.fna,308_0,0.050000000000000044,average,ANImf,308
AS06rmzACSIP_425.fna,309_0,0.050000000000000044,average,ANImf,309
AS06rmzACSIP_504.fna,310_0,0.050000000000000044,average,ANImf,310
AS09scLD_99.fna,311_0,0.050000000000000044,average,ANImf,311
AS31mySISU_33.fna,312_0,0.050000000000000044,average,ANImf,312
AS07pgkLD_10.fna,313_1,0.050000000000000044,average,ANImf,313
AS08sgBPME_42.fna,313_1,0.050000000000000044,average,ANImf,313
AS09scLD_316.fna,313_1,0.050000000000000044,average,ANImf,313
AS15tlH2ME_135.fna,313_1,0.050000000000000044,average,ANImf,313
DTU-pt_088.fna,313_1,0.050000000000000044,average,ANImf,313
AS05jafATM_101.fna,314_1,0.050000000000000044,average,ANImf,314
AS07pgkLD_56.fna,314_1,0.050000000000000044,average,ANImf,314
AS08sgBPME_395.fna,315_1,0.050000000000000044,average,ANImf,315
AS10tlH2TH_124.fna,315_1,0.050000000000000044,average,ANImf,315
AS02xzSISU_62.fna,315_2,0.050000000000000044,average,ANImf,315
AS07pgkLD_181.fna,315_2,0.050000000000000044,average,ANImf,315
AS09scLD_31.fna,315_2,0.050000000000000044,average,ANImf,315
AS08sgBPME_68.fna,316_1,0.050000000000000044,average,ANImf,316
AS21ysBPME_167.fna,316_1,0.050000000000000044,average,ANImf,316
AS23ysBPME_81.fna,316_1,0.050000000000000044,average,ANImf,316
AS08sgBPME_292.fna,317_0,0.050000000000000044,average,ANImf,317
AS07pgkLD_153.fna,318_1,0.050000000000000044,average,ANImf,318
AS09scLD_119.fna,318_1,0.050000000000000044,average,ANImf,318
AS10tlH2TH_158.fna,318_1,0.050000000000000044,average,ANImf,318
AS15tlH2ME_232.fna,318_1,0.050000000000000044,average,ANImf,318
AS08sgBPME_341.fna,319_0,0.050000000000000044,average,ANImf,319
AS07pgkLD_188.fna,320_1,0.050000000000000044,average,ANImf,320
AS08sgBPME_271.fna,320_1,0.050000000000000044,average,ANImf,320
AS09scLD_173.fna,321_0,0.050000000000000044,average,ANImf,321
AS09scLD_320.fna,322_0,0.050000000000000044,average,ANImf,322
AS21ysBPME_211.fna,323_0,0.050000000000000044,average,ANImf,323
AS09scLD_317.fna,324_1,0.050000000000000044,average,ANImf,324
AS15tlH2ME_16.fna,324_1,0.050000000000000044,average,ANImf,324
AS07pgkLD_43.fna,325_1,0.050000000000000044,average,ANImf,325
AS09scLD_89.fna,325_1,0.050000000000000044,average,ANImf,325
AS10tlH2TH_370.fna,325_1,0.050000000000000044,average,ANImf,325
AS15tlH2ME_189.fna,325_1,0.050000000000000044,average,ANImf,325
AS23ysBPME_285.fna,325_1,0.050000000000000044,average,ANImf,325
DTU-pt_081.fna,325_1,0.050000000000000044,average,ANImf,325
AS07pgkLD_121.fna,326_0,0.050000000000000044,average,ANImf,326
AS10tlH2TH_45.fna,327_0,0.050000000000000044,average,ANImf,327
AS06rmzACSIP_203.fna,328_1,0.050000000000000044,average,ANImf,328
AS08sgBPME_316.fna,328_1,0.050000000000000044,average,ANImf,328
AS10tlH2TH_232.fna,328_1,0.050000000000000044,average,ANImf,328
AS21ysBPME_267.fna,328_1,0.050000000000000044,average,ANImf,328
AS22ysBPME_245.fna,328_1,0.050000000000000044,average,ANImf,328
AS06rmzACSIP_181.fna,329_1,0.050000000000000044,average,ANImf,329
AS21ysBPME_275.fna,329_1,0.050000000000000044,average,ANImf,329
AS22ysBPME_215.fna,329_1,0.050000000000000044,average,ANImf,329
AS10tlH2TH_212.fna,330_0,0.050000000000000044,average,ANImf,330
AS08sgBPME_23.fna,331_1,0.050000000000000044,average,ANImf,331
AS09scLD_389.fna,331_1,0.050000000000000044,average,ANImf,331
AS10tlH2TH_23.fna,331_1,0.050000000000000044,average,ANImf,331
AS15tlH2ME_15.fna,331_1,0.050000000000000044,average,ANImf,331
AS09scLD_420.fna,332_1,0.050000000000000044,average,ANImf,332
AS10tlH2TH_265.fna,332_1,0.050000000000000044,average,ANImf,332
AS15tlH2ME_122.fna,332_1,0.050000000000000044,average,ANImf,332
AS23ysBPME_298.fna,332_1,0.050000000000000044,average,ANImf,332
DTU-pt_138.fna,332_1,0.050000000000000044,average,ANImf,332
AS08sgBPME_150.fna,333_0,0.050000000000000044,average,ANImf,333
AS06rmzACSIP_531.fna,334_0,0.050000000000000044,average,ANImf,334
AS29adLBPA_224.fna,335_0,0.050000000000000044,average,ANImf,335
AS29adLBPA_80.fna,336_0,0.050000000000000044,average,ANImf,336
AS09scLD_403.fna,337_1,0.050000000000000044,average,ANImf,337
DTU-UNIPD943.fna,337_1,0.050000000000000044,average,ANImf,337
AS04akNAM_84.fna,338_1,0.050000000000000044,average,ANImf,338
AS07pgkLD_75.fna,338_1,0.050000000000000044,average,ANImf,338
AS10tlH2TH_403.fna,338_1,0.050000000000000044,average,ANImf,338
AS09scLD_210.fna,338_2,0.050000000000000044,average,ANImf,338
AS09scLD_384.fna,339_0,0.050000000000000044,average,ANImf,339
AS23ysBPME_132.fna,340_0,0.050000000000000044,average,ANImf,340
AS09scLD_262.fna,341_0,0.050000000000000044,average,ANImf,341
AS09scLD_59.fna,342_0,0.050000000000000044,average,ANImf,342
AS09scLD_247.fna,343_0,0.050000000000000044,average,ANImf,343
AS08sgBPME_449.fna,344_1,0.050000000000000044,average,ANImf,344
AS10tlH2TH_110.fna,344_1,0.050000000000000044,average,ANImf,344
AS15tlH2ME_138.fna,344_1,0.050000000000000044,average,ANImf,344
AS23ysBPME_27.fna,344_1,0.050000000000000044,average,ANImf,344
AS10tlH2TH_290.fna,345_0,0.050000000000000044,average,ANImf,345
AS15tlH2ME_216.fna,346_0,0.050000000000000044,average,ANImf,346
AS23ysBPME_336.fna,347_0,0.050000000000000044,average,ANImf,347
AS10tlH2TH_71.fna,348_0,0.050000000000000044,average,ANImf,348
AS05jafATM_110.fna,349_1,0.050000000000000044,average,ANImf,349
AS23ysBPME_146.fna,349_1,0.050000000000000044,average,ANImf,349
AS23ysBPME_213.fna,350_0,0.050000000000000044,average,ANImf,350
AS01afH2WH_7.fna,351_1,0.050000000000000044,average,ANImf,351
AS28xzH2AC_103.fna,351_1,0.050000000000000044,average,ANImf,351
AS28xzH2AC_96.fna,351_1,0.050000000000000044,average,ANImf,351
AS27yjCOA_133.fna,352_0,0.050000000000000044,average,ANImf,352
AS27yjCOA_87.fna,353_0,0.050000000000000044,average,ANImf,353
AS06rmzACSIP_413.fna,354_1,0.050000000000000044,average,ANImf,354
AS22ysBPME_179.fna,354_1,0.050000000000000044,average,ANImf,354
AS06rmzACSIP_408.fna,355_0,0.050000000000000044,average,ANImf,355
AS06rmzACSIP_475.fna,356_1,0.050000000000000044,average,ANImf,356
AS10tlH2TH_355.fna,356_1,0.050000000000000044,average,ANImf,356
AS22ysBPME_33.fna,357_0,0.050000000000000044,average,ANImf,357
AS06rmzACSIP_5.fna,358_0,0.050000000000000044,average,ANImf,358
AS23ysBPME_229.fna,359_0,0.050000000000000044,average,ANImf,359
AS27yjCOA_123.fna,360_0,0.050000000000000044,average,ANImf,360
AS4AglBPMA_45.fna,361_0,0.050000000000000044,average,ANImf,361
AS23ysBPME_174.fna,362_0,0.050000000000000044,average,ANImf,362
DTU-pt_075.fna,363_0,0.050000000000000044,average,ANImf,363
DTU-pt_117.fna,364_0,0.050000000000000044,average,ANImf,364
DTU-pt_173.fna,365_0,0.050000000000000044,average,ANImf,365
DTU-pt_106.fna,366_0,0.050000000000000044,average,ANImf,366
DTU-pt_182.fna,367_0,0.050000000000000044,average,ANImf,367
AS04akNAM_94.fna,368_0,0.050000000000000044,average,ANImf,368
DTU-pt_122.fna,369_0,0.050000000000000044,average,ANImf,369
AS4BglBPHE_34.fna,370_0,0.050000000000000044,average,ANImf,370
AS06rmzACSIP_220.fna,371_0,0.050000000000000044,average,ANImf,371
AS06rmzACSIP_300.fna,372_0,0.050000000000000044,average,ANImf,372
AS06rmzACSIP_33.fna,373_0,0.050000000000000044,average,ANImf,373
DTU-pt_169.fna,374_0,0.050000000000000044,average,ANImf,374
AS10tlH2TH_275.fna,375_1,0.050000000000000044,average,ANImf,375
AS15tlH2ME_193.fna,375_1,0.050000000000000044,average,ANImf,375
AS09scLD_293.fna,376_0,0.050000000000000044,average,ANImf,376
AS02xzSISU_2.fna,377_1,0.050000000000000044,average,ANImf,377
AS07pgkLD_208.fna,377_1,0.050000000000000044,average,ANImf,377
AS08sgBPME_295.fna,377_1,0.050000000000000044,average,ANImf,377
AS09scLD_353.fna,377_1,0.050000000000000044,average,ANImf,377
AS15tlH2ME_172.fna,377_1,0.050000000000000044,average,ANImf,377
AS20ysBPTH_140.fna,377_1,0.050000000000000044,average,ANImf,377
AS22ysBPME_66.fna,377_1,0.050000000000000044,average,ANImf,377
AS23ysBPME_346.fna,377_1,0.050000000000000044,average,ANImf,377
AS25fmACSIPFO_33.fna,377_1,0.050000000000000044,average,ANImf,377
AS31mySISU_130.fna,377_1,0.050000000000000044,average,ANImf,377
DTU-UNIPD940.fna,377_1,0.050000000000000044,average,ANImf,377
DTU-pt_103.fna,377_1,0.050000000000000044,average,ANImf,377
AS04akNAM_22.fna,378_0,0.050000000000000044,average,ANImf,378
AS08sgBPME_164.fna,379_0,0.050000000000000044,average,ANImf,379
AS07pgkLD_168.fna,380_1,0.050000000000000044,average,ANImf,380
AS09scLD_103.fna,380_1,0.050000000000000044,average,ANImf,380
AS10tlH2TH_292.fna,380_1,0.050000000000000044,average,ANImf,380
AS15tlH2ME_209.fna,380_1,0.050000000000000044,average,ANImf,380
